Static Pressure,LPM Rota,periph_ch1,periph_ch1_lpm,temp_mcu,Static_Pa,SP_mV,DP_mV,Differential_Pa,Flow_lph,SB lpm,Accuracy,Error,ideal flow,cd
53.06,140,0,,27.9,51950,96.89,1125.27,72.54,8642,144.0333333,1.028809524,2.88%,144.0296396,0.368396395
7.79,180,0,,27.9,7995,34.22,1007.98,112.67,10770,179.5,0.9972222222,0.28%,179.5011542,0.04339804963
7.79,180,0,,27.9,7995,34.22,1007.19,112.97,10784,179.7333333,0.9985185185,0.15%,179.7399691,0.043340388
7.79,180,0,,27.9,7995,34.22,1007.19,112.97,10784,179.7333333,0.9985185185,0.15%,179.7399691,0.043340388
26.58,180,0,,27.9,27102,61.46,1013.45,110.6,10671,177.85,0.9880555556,1.19%,177.8445913,0.1494563304
26.58,180,0,,27.9,27120,61.49,1013.45,110.6,10671,177.85,0.9880555556,1.19%,177.8445913,0.1494563304
26.58,180,0,,27.9,27120,61.49,1013.45,110.6,10671,177.85,0.9880555556,1.19%,177.8445913,0.1494563304
43.36,180,0,,28.3,44198,85.84,1007.19,112.97,10784,179.7333333,0.9985185185,0.15%,179.7399691,0.2412373843
43.36,180,0,,27.9,44179,85.81,1007.19,112.97,10784,179.7333333,0.9985185185,0.15%,179.7399691,0.2412373843
43.36,180,0,,27.9,44198,85.84,1007.19,112.97,10784,179.7333333,0.9985185185,0.15%,179.7399691,0.2412373843
20.88,230,0,,28.3,21288,53.17,835.16,187.83,13906,231.7666667,1.007681159,0.77%,231.7637865,0.09009172795
20.88,230,0,,28.3,21288,53.17,835.94,187.45,13892,231.5333333,1.006666667,0.67%,231.5292264,0.09018299902
20.88,230,0,,28.3,21288,53.17,835.94,187.45,13892,231.5333333,1.006666667,0.67%,231.5292264,0.09018299902
35.1,230,0,,28.3,35787,73.85,848.45,181.37,13665,227.75,0.9902173913,0.98%,227.743413,0.1541208131
35.1,230,0,,28.3,35750,73.79,850.8,180.24,13622,227.0333333,0.9871014493,1.29%,227.0328431,0.1546031822
35.1,230,0,,28.3,35732,73.77,850.01,180.62,13636,227.2666667,0.988115942,1.19%,227.2720437,0.1544404645
43.07,230,0,,28.3,43887,85.39,836.72,187.07,13878,231.3,1.005652174,0.57%,231.2944285,0.1862128728
43.07,230,0,,28.3,43905,85.42,836.72,187.07,13878,231.3,1.005652174,0.57%,231.2944285,0.1862128728
43.07,230,0,,28.3,43887,85.39,836.72,187.07,13878,231.3,1.005652174,0.57%,231.2944285,0.1862128728
